"Timestamp","Operation","ClientIP","AppUsed","Subject"
"1/27/2026 5:56:07 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Re: IMPORTANT: JMH Transfers from ICU/IMCU to the floor; RE: HHA Census since July 1 - Jackson Memorial Hospital; Re: HHA Census since July 1 - Jackson Memorial Hospital; Request; Re: HCA Florida JFK Hospital Hospitalist of the Month - November 2024"
"1/27/2026 5:56:07 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","re[2]: Candidates/Available Positions; Re: Candidates/Available Positions; Discharge ; MediMobile Pricing - HHA; Re: Pending bills Report (July - October) 11/21/2024"
"1/27/2026 5:56:07 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Discharge Patients; PSWP: FINAL action plan for MRN 5330087; 11-25 Metrics; 2024 Year-End Checklist | ADP Client Advocate Meeting Request; Strategic Marketing: Winning the Battle for Markets and Share"
"1/27/2026 5:56:07 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Quote; You've Got Credit! $1652.36 to Enhance Your Shopping Experience; Re: Per Diem Hospitalist Position; Fw: : Husch Blackwell ? Past Due Balance Reminder Statement - Advinity Healthcare Management, LLC #0538366; Discharge patients"
"1/27/2026 5:56:07 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Re: CV for Ayesha Riaz, MD - New 2025 Hospitalist Grad interested in CORPUS CHRISTI - US Citizen!!"
"1/27/2026 5:56:07 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Weekly Reporting Template Draft - V1.0; Fw: Formal Grievance Submission; RE: MediMobile Pricing - HHA; Discharge patients ; RE: MediMobile Pricing - HHA"
"1/27/2026 5:56:07 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Sept Invoice Update; Re:HHA Hospital Medicine - Broward Financials; Backlog Encounter Update 11/21/2024; Re:HHA Hospital Medicine - Broward Financials; Re: re[2]: Candidates/Available Positions"
"1/27/2026 5:56:07 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","FW: Remittance advice for payment 02290523; RE: HHA Census since July 1 - Jackson Memorial Hospital; Re:ELOS patient list - PSWP; Re:ELOS patient list - PSWP; FW: RCM TO report out on physician education? "
"1/27/2026 5:56:07 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","CV for Gretter Benitez, MD - Local (Miramar) Hospitalist Candidate interested in MIAMI & BROWARD - Recent Grad/Already FL Licensed!; FWD: CV for Julian Alvarez, DO - New 2025 All US Trained NOCTURNIST Candidate interested in JFK - Moving back to SE Florida!!; Re: HHA Census since July 1 - Jackson Memorial Hospital; HHA Invoice; 11/26/24 Metrics"
"1/27/2026 5:56:07 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","11/18/24 Metrics; Re: JMH Transfers from ICU/IMCU to the floor; JMH Transfers from ICU/IMCU to the floor; HHA Contribution Model for next year Benefit Plan.; Employee loan documents for signature"
"1/27/2026 5:56:07 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","RE: MediMobile Pricing - HHA; RE: MediMobile Pricing - HHA; RE: MediMobile Pricing - HHA; RE: HHA Census since July 1 - Jackson Memorial Hospital; Re: IMPORTANT: JMH Transfers from ICU/IMCU to the floor"
"1/27/2026 5:56:07 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","RE: Pending bills Report (July - October) 11/21/2024; 11/21/24 Metrics; Pending bills Report (July - October) 11/21/2024; 11-21-2024; Re:ELOS patient list - PSWP"
"1/27/2026 5:56:07 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Re:ELOS patient list - PSWP; Candidates/Available Positions; PSWP: Draft action plan for MRN 5330087; Re: For tomorrow's HHA meeting; FW: For tomorrow's HHA meeting"
"1/27/2026 5:56:07 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Your receipt from Apple The Gardens Mall; Your receipt from Apple The Gardens Mall; CV for Andreea Molnar, MD - New 2025 Hospitalist Grad in Southeast Florida interested in JFK & Broward - Already FL Licensed!!; Discharge ; 11/22/24 Metrics"
"1/27/2026 5:56:07 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","RE: J35 TO Meeting - RCM; Medical Necessity Cases Review JW; FWD: CV for Abdimomun Iuldashev, MD - Practicing Board Certified NOCTURNIST interested in JFK & BROWARD - Already FL Licensed!!; Re: Employee loan documents for signature; 11/20/24 Metrics & 2024 HACPH Scores"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Re: Request for Domain Credentials and Email Verification; Re: Feedback on the Birthday Email Template; Re: Request for Domain Credentials and Email Verification; Feedback on the Birthday Email Template; Update and Guidance on Automating Task on Downloading and Emailing Rounding Lists"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","RE: MediMobile Pricing - HHA; Re: HHA consolidated financials as of October 2024; RE: Dr. Armas Insurance card; Re: Dr. Armas Insurance card; RE: Dr. Armas Insurance card"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","12/01/24 Metrics; November 2024 Production Report and Invoice; CV for Farhana Anwar, MD - Practicing Hospitalist interested in JFK & BROWARD - Moving back to Florida/Inactive FL License!!; RE: M&M structure; Automatic reply: M&M structure"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Order received! Does everything look right?; CV for Kasra Tayebi, MD - New 2025 All US Trained Hospitalist Grad interested in JFK!!; CV for Pratima Subedi, MD - Practicing Board Certified Hospitalist interested in Miami/Broward - Moving to the area!!; FWD: CV for John Williams, MD - Practicing Nocturnist Candidate interested in JFK & BROWARD - FL Licensed/Bilingual Spanish!!; CV for Roberto J. Gonzalez, MD - New 2025 All US Trained Hospitalist Grad interested in MIAMI & BROWARD - Moving back to SE Florida!!"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","An important message from Storage Rentals of America: Hobe Sound; FWD: CV for Farhana Anwar, MD - Recent 2024 Hospitalist Grad interested in JFK & Broward - Already FL Licensed!!; Reminders Auth- ID:PSLLFW6USJVC2Q8NP53HXGJ1A74NTJ6TEUA; Re:ELOS patient list - PSWP; ELOS patient list - PSWP"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","RE: 12/09 MTD Metrics; Re: 12/09 MTD Metrics; 12/09 MTD Metrics; FW: Facility DPC; FW: Blood Culture Stewardship-John Hopkins"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Re: Update and Guidance on Automating Task on Downloading and Emailing Rounding Lists; National Rental Agreement 959137741; RE: MTD Metrics By Facility ; MTD Metrics By Facility ; Re: Feedback on the Birthday Email Template"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Pending Bills Report for November and December; Pending bills Report (July - NOVEMBER) 12/5/2024; Re: Request for a HR Consultant.; Confirmed: National Car Rental Reservation at CHARLOTTE DOUGLAS ARPT on December 6, 2024 (CLT); Hospital medicine dashboard"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Meet your new device with help from a Specialist.; Your receipt from Apple SouthPark; RE: MTD Metrics By Facility ; Re: Request for Domain Credentials and Email Verification; JMH Transfers from ICU/IMCU to the floor (please provide feedback asap)"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","11/27/24 Metrics"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","RE: November 2024 Production Report and Invoice; RE: MediMobile Pricing - HHA; Re: November 2024 Production Report and Invoice; Re: MediMobile Pricing - HHA; Discharge patients "
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Discharge patients ; HHA consolidated financials as of October 2024; Re: November 2024 Production Report and Invoice; Cultivating Leaders With Stretch Assignments; Sabari Nair, MD is interested in Palm Beach - Lives there/2025 All US Trained Hospitalist Candidate/FL Licensed!!"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Follow-up on Metrics and HCAHPS Survey Insights; Re: [EXT] Re: Dr. Armas Insurance card; RE: [EXT] Re: Dr. Armas Insurance card; Re: Dr. Armas Insurance card; H&P Documents for HHA Medicine Patients"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Discharge ; Backlog Encounter Update 12/5/2024; December MTD Metrics; FWD: CV for Jeffrey True, MD - Board Certified/FL Licensed Hospitalist interested in Palm Beach - Lives nearby!!; CV for Amir Ghanem, MD - New 2025 Hospitalist Grad interested in JFK & BROWARD - Moving back to SE Florida/Bilingual Spanish & US Citizen!!"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","12-04-2024; RE: Dr. Armas Insurance card; Re: HHA consolidated financials as of October 2024; Confirmed: Your Zelle payment to Mike Lorraine is complete; RE: MediMobile Pricing - HHA"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","LOS Opportunity at Westside ; Fw: MediMobile Pricing - HHA; RE: MediMobile Pricing - HHA; RE: Weekly Reporting Template Draft - V1.0; RE: Weekly Reporting Template Draft - V1.0"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Good news - we've increased your Pay Over Time Limit; Re:Monday Meeting; Fw: Formal Grievance Submission; Registration confirmed for 2025 ACHE Congress on Healthcare Leadership; M&M structure"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","CV for Bilal Mirza, DO - New 2025 All US Trained Hospitalist Grad in Florida interested in JFK & BROWARD - Already FL Licensed!!; CV for Lincoln Kavinsky, MD - New 2025 All US Trained NOCTURNIST Candidate interested in BROWARD - Moving to Southeast FL!!; CV for Matthew Darius Razavian, D.O. - New 2025 All US Trained Hospitalist Grad in Miami interested - Already FL Licensed!!; FWD: CV for Giovannie Isaac-Coss, MD - Board Certified Hospitalist interested in JFK & BROWARD - Moving to SE Florida/Bilingual Spanish & US Citizen!!; FWD: CV for Ahmed Muaaz Umer, MD - New 2025 Hospitalist Grad interested in Corpus Christi - J1 visa!!"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Your receipt from Apple.; Time to confirm or modify your rental return; HHA TX ; Discharge patients ; AppleCare+ Proof of Coverage"
"1/27/2026 5:56:01 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Request for a HR Consultant.; Re: HHA consolidated financials as of October 2024; RE: MediMobile Pricing - HHA; RE: MediMobile Pricing - HHA; RE: Dr. Armas Insurance card"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Updated MediMobile Pricing for HHA; URGENT - ACTION REQUIRED: Vendor Registration Portal Back on Online; URGENT - ACTION REQUIRED: Vendor Registration Portal Back on Online; Physician Communication - November 2024; Re: IngeniousMed Contract Term and Cancellation"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","IngeniousMed Contract Term and Cancellation; Discharged Patients ; FW: Facility DPC; 2025 Salary and reporting structure follow up.; MTD Metrics 12/10/24"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","URGENT - ACTION REQUIRED: Vendor Registration Portal Back on Online ; RE: Form; HHA Invoice; December 2024; CCMC HHA TX Invoice"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Re: Quote; Re: Problem provider; Discharge ; New Checklist Assigned - Employee Self-Service; New Checklist Assigned - Employee Self-Service"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","RE: HHA Invoice; Acute Care NM Coverage ; HHA Invoice for October 2024; RE: IngeniousMed Contract Term and Cancellation; 12-11-2024"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Login Instructions; Login Instructions; MTD Metrics/ Q4 PG Report; CV for Larry Nguyen, MD - New 2025 All US Trained Hospitalist Grad interested in JFK & BROWARD - Moving back to Southeast Florida!!; CV for Laura Go, MD - New 2025 Hospitalist Grad in Broward interested - Already FL Licensed/US Citizen!!"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","RE: J35 TO Meeting - RCM; Backlog Encounter Report 12/12/2024; Re:HHA Hospital Medicine - Broward Financials; RE: Pending Bills Report (July - November) 12/12/2024; December Pending Bills Report (12/12/2024)"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Re:Data question ; Re:Data question ; Re:HHA Hospital Medicine - Broward Financials; Re: IngeniousMed Contract Term and Cancellation; RE: IngeniousMed Contract Term and Cancellation"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Weekly Look 12/18/2024; Re:WDMT OBs; Re: wRVU Rates; Credit Posted; wRVU Rates"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","RE: Medical Necessity Cases  Hospitalist Group JWMC NOV 2024.xlsx; RE: US Office use; RE: Medical Necessity Cases  Hospitalist Group JWMC NOV 2024.xlsx; Advinity Agreement; RE: US Office use"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Re: Quote; Bair Hugger; MediMobile; Re: wRVU Rates; 12/18/24 Metrics by Facility"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Re: Pending Bills Report (July - November) 12/12/2024; Pending Bills Report (July - November) 12/12/2024; FW: Data question ; Re: 2025 Salary and reporting structure follow up.; Re: Quote"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Re:Data question ; Re:Data question ; Re:Data question ; Re:Data question ; Re: Data question "
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","FWD: CV for Lance Maresky, MD - Nocturnist interested in JFK too - Already FL Licensed!; WDMT OBs; JMH Transfers from ICU/IMCU to the floor (please provide feedback asap); Discharge ; HHA Meeting Follow up"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","RE: IngeniousMed Contract Term and Cancellation; Your order has arrived! See what's inside.; How was your delivery experience?; Re: IngeniousMed Contract Term and Cancellation; FW: Recording of CMUM MasterClass: Mitigating Risk of Short Inpatient Stays & Post-Discharge Downgrades is now available"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Re:WDMT OBs; Re: 2025 Salary and reporting structure follow up.; Re: 2025 Salary and reporting structure follow up.; Re: IngeniousMed Contract Term and Cancellation; Re: IngeniousMed Contract Term and Cancellation"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Fw: Ready for Review: Document Medical Necessity Denials Education; Medical Necessity Cases  Hospitalist Group JWMC NOV 2024.xlsx; Jackson payment; Re: Ingenimous Med Inc; Ingenimous Med Inc"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Re: Blood Culture Stewardship-John Hopkins"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Re:Monthly HHA Meeting; RE: Slide for TO - Physician Feedback Sessions; V3; Jackson Case Review and Analysis chart v2; Jackson Charts V1"
"1/27/2026 5:55:53 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Physician Communications Scores - December MTD  PSWP; Re: IngeniousMed Contract Term and Cancellation; RE: Problem provider; 12/17/24 MTD Metrics by Facility; Re: Monthly HHA Meeting"
"1/27/2026 5:55:47 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Fwd: Proposed RVU's; Fw: Home LOS ; Fw: Review of PCU long LOS cases this morning ; Reservation Confirmation #87404157 for TownePlace Suites Fort Myers Gulf Coast; 12/20/24 MTD Metrics "
"1/27/2026 5:55:47 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Discharge patients ; Danny Phu, MD is interested in NOCTURNIST positions at JFK or in Broward!!; RE: Resume ; FW: Resume; BACKLOG ENCOUNTER REPORT 12.26.2024"
"1/27/2026 5:55:47 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","The Small Fountains EVERYONE'S talking about ??; Re:Follow up with Jason Kimbrell (Patient Concierge Line); Follow up with Jason Kimbrell (Patient Concierge Line); Upcoming TO - January 15th -  J35 TO Meeting - RCM; ?? Hot Deals: 10% Off + One 30% Off Steal! ??"
"1/27/2026 5:55:47 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","JFK Main Discharge barriers 1.8.2025; PATIO TABLES | The perfect fit.; Hotel Confirmation: ACHE 2025 Congress on Healthcare Leadership; RE: J35 TO Meeting - RCM - meeting invites ; RE: HHA Follow up"
"1/27/2026 5:55:47 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Suspicious Orders Report System (SORS) (January 8, 2025); The thrill of alternative investment strategies; Your AutoPay Payment Reminder; JOIN US! Webinar: ACA Reporting Season Preparation; 01/08/2025"
"1/27/2026 5:55:47 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Fwd: HHA Follow up; RE: Need help with physician enrollment; Completed: Complete with Docusign: 01.06.2025 EFD-314341 HHA Hospital Medicine - Broward - New.pdf; Re: Request for a HR Consultant.; Complete with Docusign: 01.06.2025 EFD-314341 HHA Hospital Medicine - Broward - New.pdf"
"1/27/2026 5:55:47 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Re: D/C before 9 am and overall efficiency; Re:D/C before 9 am and overall efficiency; D/C before 9 am and overall efficiency; FW: HCA Florida JFK Hospital Hospitalist of the Month - November 2024; December 2024 Production Report and Invoice"
"1/27/2026 5:55:47 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Action Required: Proof Approval Needed for DiscountMugs Order DM6112888A; Action Required: Proof Approval Needed for DiscountMugs Order DM6112888B; Action Required: Proof Approval Needed for DiscountMugs Order DM6112888C; RE: HHA Invoice; FW: HHA Hospitalists working in the UCC"
"1/27/2026 5:55:47 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","URGENT - ACTION REQUIRED: Vendor Registration Portal Back on Online; URGENT - ACTION REQUIRED: Vendor Registration Portal Back on Online; RE: Pending Bills Report (Oct, Nov & Dec) 1/9/2025; Re: Pending Bills Report (Oct, Nov & Dec) 1/9/2025; RE: Pending Bills Report (Oct, Nov & Dec) 1/9/2025"
"1/27/2026 5:55:47 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Invoice Payment Status; RE: October Invoice Update; 12/26/24 Metrics; Your order was delivered! Tell us what you think.; October Invoice Update"
"1/27/2026 5:55:47 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","BACKLOG ENCOUNTER REPORT 1/2/2-25; ; 01/02/2025 Metrics; We Received Your CNB Mobile Deposit; Re: November financials"
"1/27/2026 5:55:47 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Need help with physician enrollment; Broward Contract Comparison - V1.0; Palms West Bed days Report 1.6.2024; EFD-314341 HHA & East Florida Division PSA/Broward Market - Ready for Signature; Florida Medical License expiring soon"
"1/27/2026 5:55:47 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Re: Re patient Vivian Britos 5758555; RE: Re patient Vivian Britos 5758555; Re: HHA Follow up; Discharge patients ; Re:EFD-314341 HHA & East Florida Division PSA/Broward Market - Ready for Signature"
"1/27/2026 5:55:47 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Re: Pending Bills Report (Oct, Nov & Dec) 1/9/2025; Re: Pending Bills Report (Oct, Nov & Dec) 1/9/2025; Pending Bills Report (Oct, Nov & Dec) 1/9/2025; Re: Avoid Price Increases ? Order Before Potential Tariffs Program; Credit Posted"
"1/27/2026 5:55:47 PM","MoveToDeletedItems","98.58.200.46","Client=MSExchangeRPC","Backlog Encounter Report 12/19/2024"
